coordenada,calificacion,comentario
"-12.0773039,-77.1696105,11z",4,"Fui hace 10 años, pero me apareció en mi celular que había estado ahora, porque pasé cerca a visitar a un amigo. Supongo que la comida sigue siendo igual de buena. Las ensaladas son lo mejor, porque le ponen rabanito."
"-12.0773039,-77.1696105,11z",5,La comida demasiado rica y el precio lo vale cada sol. Súper recomiendo!!
"-12.0773039,-77.1696105,11z",5,"Ufffff....una parrillada de primera, la sangría ni que decir....buen vino y el ambiente super...precio accesible....el local es amplio y ventilado."
"-12.0773039,-77.1696105,11z",5,"Buena atención. Luego de comer puedes pasear en el malecón pero lleva abrigo, hace mucho aire."
"-12.0773039,-77.1696105,11z",5,"Buena atención, buena carne, lugar súper espacioso, recomendable..."
"-12.0773039,-77.1696105,11z",5,Muy buena atención y la comida excelente
"-12.0773039,-77.1696105,11z",5,"Excelente servicio, no obstante ser muy grande, tiene suficiente personal para no demorar mucho los pedidos.
Las carnes son de primera y la cocción es a pedido del cliente.…"
"-12.0773039,-77.1696105,11z",3,"Comida baja en sal, limonada de hierba buena baja en azúcar, tallarines al pesto que parecen de sobre Don Vittorio, lo único rico fue la ensalada y los champiñones rellenos, baños sucios y no hay cambiador de pañal para bebés"
"-12.0773039,-77.1696105,11z",5,La carne de 1 calidad y la cantidad más que suficiente. Los postres todos exquisitos. Si quieres comer bien no puedes saltarte este lugar. El precio por persona rondara los 150 soles
"-12.0773039,-77.1696105,11z",5,Sin duda una de las mejores parrilas de Lima
"-12.0773039,-77.1696105,11z",5,"Buen ambiente, todo muy delicioso y la atención no que decir, recomendado 100%"
"-12.0773039,-77.1696105,11z",5,Lindo local personal atentos la comida rica pero precios elevados
"-12.0773039,-77.1696105,11z",5,"Trabajo muy cerca de este local. Siempre organizamos almuerzos despues de reuniones y cursos. La comida es deliciosa, la parrilla es muy buena y variada, hasta los pancitos de entrada con chimichurri te dejan contento. El local es espacioso y el segundo piso puede tiene areas para realizar reuniones o festejos privados."
"-12.0773039,-77.1696105,11z",4,"Muy buenas carnes, buen ambiente, bonita vista al océano pacífico y buena atención. Hay que parquear en la vía pública y no es fácil encontrar dónde."
"-12.0773039,-77.1696105,11z",5,"Excelente parrilla y los postres ni que decir, muy ricos"
"-12.0773039,-77.1696105,11z",5,La parrilla riquísima y muy buena atención
"-12.0773039,-77.1696105,11z",5,"Excelente buenisimoo...las carnes,los vinos,la vista al mar 😘…"
"-12.0773039,-77.1696105,11z",5,La carne super deliciosa.   Picante para mexicanos de lujo . Todo bien. Nada barato pero accesible y de los panecillos mmm.....mmmmm...mmmmm. deliciosos
"-12.0773039,-77.1696105,11z",3,"Buena comida. Sin embargo, de haber  sabido que habían cabezas y pieles de animales clavadas en la pared, no hubiera asistido (de hecho, no tengo ninguna intención de volver)"
"-12.0773039,-77.1696105,11z",3,"Buen lugar para compartir en familia, pero lo malo que no se puede hacer reserva, mucha gente y se debe esperar.."
"-12.0773039,-77.1696105,11z",5,"Muy buena atención, buenos tragos y su parrilla muy exquisita. Recomendado"
"-12.0773039,-77.1696105,11z",2,"Deberían informar que al inicio te sirven un minipan y una mini mantequilla y no te informan que te lo van a cobrar en la cuenta, solo te la sirven en la mesa sin decir nada, pésimo! de ahí para que la parrilla si estaba aceptable"
"-12.0773039,-77.1696105,11z",5,"Excelente protocolo al ingreso y la atención es de la mejor.
Buen lugar para estar en familia y recordar un aniversario."
"-12.0773039,-77.1696105,11z",5,Excelentes carnes a la parrilla.
"-12.0773039,-77.1696105,11z",5,"Buena vista, buena parrilla, exelente atención"
"-12.0773039,-77.1696105,11z",4,Me atendieron super bien la parrilla excelente los postres deliciosos muy rico todo gracias el hornero.
"-12.0773039,-77.1696105,11z",5,Muy buena comida y la recomiendo mucho.
"-12.0773039,-77.1696105,11z",5,De los mejores sitios para comer carne.
"-12.0773039,-77.1696105,11z",4,Todo muy acogedor.
"-12.0773039,-77.1696105,11z",5,"Muy buena atención.
Los que atienden en la mesa se esmeran para que nosotros lo pasemos muy bien.
Gracias Hornero.
G. Cerdán Yllescas."
"-12.0773039,-77.1696105,11z",5,"Simplemente espectacular, la carne, la atención, todo perfecto"
"-12.0773039,-77.1696105,11z",4,"Uno de los mejores lugares para comer carne, el de Chorrillos tiene vista privilegiada, la carne hay de varias calidades y cortes, vinos una buena variedad, hay pago por corcho libre y el eatacionamiento publico es abundante por alli. Super…"
"-12.0773039,-77.1696105,11z",5,Un restaurante extraordinario carnes de primera muy buenos vinos
"-12.0773039,-77.1696105,11z",4,Falta rampa para silla de ruedas por lo demás 5 estrellas falta inclusión en ese sentido falta de estacionamientos
"-12.0773039,-77.1696105,11z",5,Lo visite después de un tiempo y sigue siendo muy bueno en calidad y atención. Lo único es que los precios han subido bastante.
"-12.0773039,-77.1696105,11z",5,"Atención de 1ra. Una parrilla más que suficiente para 3 ó 4 personas
Sangría buenísima"
"-12.0773039,-77.1696105,11z",5,"Excelente atencion, excelente ambiente y las mejores carnes que he probado en Lima. Eso si, enfoquense en las carnes."
"-12.0773039,-77.1696105,11z",5,"Muy rico, los precios no incluyen IGV asi que atentos con los gastos"
"-12.0773039,-77.1696105,11z",4,"Excelente lugar, buenas carnes..."
"-12.0773039,-77.1696105,11z",5,Comida rica y abundante. La.parrilla doble es para 4 personas. Buena vista
"-12.0773039,-77.1696105,11z",5,Muy buen ambiente para disfrutar con la familia. Me agrado mucho la atención. La comida 👌…
"-12.0773039,-77.1696105,11z",4,Buena atencion y muy buena carnes. Recomendable.
"-12.0773039,-77.1696105,11z",5,"La comida es bastante buena.
El lugar es acogedor y sobre todo tiene una vista al mar muy linda y espectacular en meses de verano.…"
"-12.0773039,-77.1696105,11z",5,Muy buena la comida con excelente variedad e insuperable atención
"-12.0773039,-77.1696105,11z",5,"Muy buena la parrilla , quedo hasta para llevar. Me encantan sus papas fritas. Además del lugar es súper acogedor. Y luego de comer, un paseo por el malecón que relajante."
"-12.0773039,-77.1696105,11z",5,Muy bueno muy buenas comidas y atención
"-12.0773039,-77.1696105,11z",5,Excelente atención los postres una delicia recomendado.
"-12.0773039,-77.1696105,11z",5,Lindo lugar con excelente comida y atención
"-12.0773039,-77.1696105,11z",5,Muy buena comida y excelente atención.
"-12.0773039,-77.1696105,11z",5,Muy buena la parrilla doble de carne americana y el pisvo souer
"-12.0773039,-77.1696105,11z",5,"Excelente vista al mar desde el segundo piso, platos generosos y de muy buen sabor,"
"-12.0773039,-77.1696105,11z",5,Lo máximo ..100% recomendable su carne A1😋…
"-12.0773039,-77.1696105,11z",5,"Se recomienda hacer reserva con tiempo, buena atención, todo muy rico con los cuidados de bioseguridad."
"-12.0773039,-77.1696105,11z",5,Excelente lugar. Tiene ambientes privados y corcho libre. El personal muy amable y los precios justos por la comida q es muy buena
"-12.0773039,-77.1696105,11z",5,"La parrilla estuvo deliciosa, su carne de primera, suave y jugosa y sus postres también."
"-12.0773039,-77.1696105,11z",5,"La carne es muy buena, sirven muy bien."
"-12.0773039,-77.1696105,11z",5,Mi point favorito
"-12.0773039,-77.1696105,11z",5,Buenísimo como siempre 👌…
"-12.0773039,-77.1696105,11z",4,"Buena atención y buen servicio. Los precios son altos, pero no más que otros restaurantes de la misma categoría. De todos los locales que conozco de El Hornero me quedo con el de La Molina. El lomo saltado criollo es espectacular!!"
"-12.0773039,-77.1696105,11z",5,Muy buena atención del sr. Fausto!! Riquísimos potajes y la ensalada mmmm!! Todo muy delicioso!!
"-12.0773039,-77.1696105,11z",4,La carne buena y bien preparada. La carta de vinos subió mucho. Los precios de la carne también. Sin descuento no vale la pena
"-12.0773039,-77.1696105,11z",5,Todo A 1
"-12.0773039,-77.1696105,11z",5,Muy rico todo y muy buena atención
"-12.0773039,-77.1696105,11z",5,"Buen lugar para comer una rica y contundente parrilla, buena atencion y servicio."
"-12.0773039,-77.1696105,11z",5,"Buenísimo, como siempre. La vista de la Bahia de Lima desde el reservado del segundo piso es espectacular. 100% recomendado para grupos pequeños."
"-12.0773039,-77.1696105,11z",5,"Excelente atención, con vista al mar muy buena carta , si te gusta las carnes te lo recomiendo para pasar momento agradable con familiares y amigos"
"-12.0773039,-77.1696105,11z",5,"Agradable lugar, para ir en compañía de amigos y familia. Hoy me tocó con amigos de trabajo, fuimos un número de más de 30. Buena atención y buena parrillada.
👍👍👍👍👍…"
"-12.0773039,-77.1696105,11z",5,"Pedimos una recomendación al mesero, y todo fue excelente, muy buen servicio y la comida perfecta!"
"-12.0773039,-77.1696105,11z",2,"La atención buena,demoró un poco, las carnes no tan buenas."
"-12.0773039,-77.1696105,11z",5,"Es el sitio perfecto para disfrutar de buena carne, muy buena atención  y de un excelente local, sin duda la mejor parrilla de Lima"
"-12.0773039,-77.1696105,11z",5,"Excelente lugar , una vista impresionante y atención insuperable y la comida exquisita"
"-12.0773039,-77.1696105,11z",5,"Hay otras parrillas de más renombre en Lima, pero yo cuando voy, El Hornero es cita obligada, no falla, la carne perfecta, las mollejas que no falten y sus champiñones..…"
"-12.0773039,-77.1696105,11z",3,"Los precios están bien altos, el servicio ha bajado. Una pena porque la carne es de lo mejor"
"-12.0773039,-77.1696105,11z",3,"Buena carne y los anti cuchos buenazos pero en la parrilla de Dios es muy pobre y muy caro cualquier bebida es MUY CARO
Las salsas son pésimas y el ají no pica"
"-12.0773039,-77.1696105,11z",3,"La carne bien, las papas bien
La ensalada, no me gusta su aliño
Los anticuchos los cortan muy gruesos
El chorizo bueno"
"-12.0773039,-77.1696105,11z",4,"Carnes e insumos frescos, buen lugar por el corcho libre, mozos apresurados por sacar a uno, sin consultar, deberían de mejorar en eso, no hay agasajos por cumpleaños o aniversarios, falta mejor trato al cliente...cobran porción de pancitos…"
"-12.0773039,-77.1696105,11z",4,"Carnes de calidad, un buen ambiente, una mucho mejor atención, felicitaciones."
"-12.0773039,-77.1696105,11z",4,"muy buena la comida, pero una parrilla que dice para 2 personas es como para 6 tranquilamente."
"-12.0773039,-77.1696105,11z",5,Excelente atencion y muy rica la comida
"-12.0773039,-77.1696105,11z",5,Excelentes carnés nacionales y importadas. Atención esmerada Tiene excelentes ubicaciones  y variedad de carnés. Unos de los  mejores restaurantes parrilleros  de Lima. Ahh sus vinos son A1
"-12.0773039,-77.1696105,11z",5,Excelente almuerzo con mis joyas❤️🙏🏿…
"-12.0773039,-77.1696105,11z",5,"Gran lugar para comer una buena carne en Lima. La calidad del producto es buenísima. Las entradas también valen mucho la pena, y el servicio muy bueno. Recomendadísimo."
"-12.0773039,-77.1696105,11z",5,Experiencia A1
"-12.0773039,-77.1696105,11z",5,"Muy buen servicio y variedad, precios son superior al promedio  pero justifica la calidad ofrecida ,muy satisfecho"
"-12.0773039,-77.1696105,11z",5,Delicioso mi lugar favorito de carnes
"-12.0773039,-77.1696105,11z",4,buen ambiente. y servicio para sus precios .
"-12.0773039,-77.1696105,11z",5,"Excelente la parrilla, todo bueno. Me encantó."
"-12.0773039,-77.1696105,11z",5,Me gusto bastante el lugar
"-12.0773039,-77.1696105,11z",5,"Un lugar precioso, comimos parrilla riquísima,  su pancito con mantequilla buenazo.  Atención de primera."
"-12.0773039,-77.1696105,11z",5,"Muy buena atención, y muy buenas parrillas y carnés.
Tiene una excelente vista al mar. Lugar elegante, romántico, seguro y tranquilo.…"
"-12.0773039,-77.1696105,11z",1,"La atención buena, pero la comida nada especial... Y solo tienen una pequeña sala con aire acondicionado, en el lugar te sancochas.. Pobres mozos..."
"-12.0773039,-77.1696105,11z",5,"Los mejores cortes y gran preparación y atención , precios ŕazonables"
"-12.0773039,-77.1696105,11z",4,"Buen lugar y buenas carnes. Recomiendo pedir el termino de cocción a 3/4 para sentir el sabor del tipo de carne, pero hay que comerlo rápido."
"-12.0773039,-77.1696105,11z",5,"Excelente restaurante de carnes, atención de los mozos muy bien, con buena educación y amabilidad, lo recomiendo 100% comida saludable y fresca del momento."
"-12.0773039,-77.1696105,11z",4,"Estuvo bueno, cómo siempre..."
"-12.0773039,-77.1696105,11z",4,Buen lugar para compartir una buena parrilla o buenas carnés con un buen vino buena su atención y vale la pena ir un poco Carolina
"-12.0773039,-77.1696105,11z",5,Muy buena comida y excelente ambiente!!!!
"-12.0773039,-77.1696105,11z",5,Muy rica sus carnes
"-12.0773039,-77.1696105,11z",5,"Muy rica su parrilla y excelente atención, altamente recomendable."
"-12.0773039,-77.1696105,11z",3,"Pedimos término 3/4 y llegó casi gritando la carnecita... Limonada buenaza y los pancitos no son cortesía, por sí acaso..."
"-12.0773039,-77.1696105,11z",5,"Espectacular! Rico muy rico, pedimos un baby beaf y una picaña, deliciosa. Ah y de postre un crocante de chirimoya. Delicioso las ensalada muy buena pero las papas fritas no las recomiendo feas no frescas. Servicio muy bueno"
"-12.0773039,-77.1696105,11z",5,"Una atención super especial, servicio de primera y la comida es muy buena."
"-12.0773039,-77.1696105,11z",5,La comida muy rico y excelente atención.
"-12.0773039,-77.1696105,11z",5,"Excelente atención, celebrando el cumple de Giulianita. Felicitaciones"
"-12.0773039,-77.1696105,11z",5,Muy buena atención y excelente carta. Con vista al mar expectacular. Si las carnes son lo tuyo este es el lugar indicado.
"-12.0773039,-77.1696105,11z",4,"Buenas parrillas de carnes
Buenas atención .
Sugerencias ofrecer vinos italianos.…"
"-12.0773039,-77.1696105,11z",4,"Muy buen lugar al igual que su atención y comida. La pase genial con mi familia. Si eres de buen diente, no creo qué puedas acabar con un plato sólo."
"-12.0773039,-77.1696105,11z",4,"Buena atención, la comida muy buena, el ambiente es agradable, se respetan las normas sanitarias respecto al Covid 19"
"-12.0773039,-77.1696105,11z",4,La comida muy buena y ambiente muy agradable
"-12.0773039,-77.1696105,11z",5,"El mejor lugar de carnes en Lima, vista al mar y un ambiente muy acogedor las porciones son muy generosas y la calidad de primera, buena carta de vino y licores"
"-12.0773039,-77.1696105,11z",1,"Sigo sin entender porque sigo comiendo en ese lugar, sera que me invitaron esta vez. Pero los misterios de la gastronomía parrillera peruana siguen asombrando. Las entradas de las dos (mollejas y riñones) los riñones llegaron crudos (a…"
"-12.0773039,-77.1696105,11z",5,"Exigente atención, ricas carnes, menú variado, muy buen ambiente."
"-12.0773039,-77.1696105,11z",4,Rico y muy buen servicio. La parrilla estuvo buena pero Los platos De pasta no tanto. Los meseros nos atendieron muy bien y el restaurant tiene un ambiente agradable
"-12.0773039,-77.1696105,11z",5,"Excelente servicio, trato del personal y claro; la exquisita comida. Volveré pronto."
"-12.0773039,-77.1696105,11z",5,La parrilla deliciosa y la sangría buenaza excelente servicio
"-12.0773039,-77.1696105,11z",5,Me gusta siempre nos atienden bien y pido el salón privado todo rico en cuanto a comida.
"-12.0773039,-77.1696105,11z",5,"Buena atención, hay que buscar lugar para estacionar en caso se encuentre lleno sus espacios, la carne es buena, ideal para familia."
"-12.0773039,-77.1696105,11z",5,Excelente lugar para comer carnes y parrilla. Local limpio y con una vista al mar hermosa. La atención al cliente es de primera.
"-12.0773039,-77.1696105,11z",5,Atención de primera...muy buena parrilla... excelente vista y ambiente.
"-12.0773039,-77.1696105,11z",5,"Lugar agradable, buen trato, servicio, calidad de carnes muy bueno, en resumen, Recomendable, precios no muy bajos, accecible!!!!"
"-12.0773039,-77.1696105,11z",5,Excelente. A1. La atención siempre muy cordial y amables. Fui con mis dos hijos y lo pasamos bien y comimos deliiiii
"-12.0773039,-77.1696105,11z",5,"Si pudiera le daría miles de estrellas. Bonito lugar, muy acogedor, la atención es de primera y los mozos son muy amables y atentos a lo que necesites. Se los recomiendo!!! No se van a arrepentir!"
"-12.0773039,-77.1696105,11z",4,Parrilla para 1 USA pero puede ser para 3. 104 soles. Todo muy rico pero cobran hasta el pan con mantequilla: 5 soles x persona.
"-12.0773039,-77.1696105,11z",5,Rico y muy bueno
"-12.0773039,-77.1696105,11z",5,"Excelente ambiente, buena comida, inmejorable atención 100% recomendada"
"-12.0773039,-77.1696105,11z",5,Rica comida. Excelente atención y bonita decoración
"-12.0773039,-77.1696105,11z",4,"Siempre buen servicio y calidad...La Carreta ""chancay de 20 centimos""!"
"-12.0773039,-77.1696105,11z",4,"Buena atención, buena comida."
"-12.0773039,-77.1696105,11z",5,"Muy buen lugar, alta calidad de carnes, atención de primera."
"-12.0773039,-77.1696105,11z",5,Si es un excelente lugar para comer carnes a la parrilla y bonito lugar para disfrutar en familia y con parejas es un excelente lugar
"-12.0773039,-77.1696105,11z",5,"Parrilla muy buena, precios acorde con los platos, buena ubicación, buena vista. Te permiten corcho libre en vino acorde con la cantidad de personas. Recomendable."
"-12.0773039,-77.1696105,11z",5,"Lugar unico en su estilo, excelente comida y atención con buena vista al mar y muy acogedor ambiente para compartir con familiares, amigos y compañeros de trabajo. Ubicado a pocos metros de la playa"
"-12.0773039,-77.1696105,11z",5,Muy buena atención y la carnes deliciosas! 💕…
"-12.0773039,-77.1696105,11z",5,"Excelente lugar, con buena vista hacia el malecon desde el segundo nivel, las carnes de sabor exquisito acompañado de buen vino(Malbec), lo recomiendo para citas."
"-12.0773039,-77.1696105,11z",5,Me encanto la comida la atencion muy bueno. 10/10
"-12.0773039,-77.1696105,11z",5,"Muy bueno el lugar, carnes y parrillas"
"-12.0773039,-77.1696105,11z",5,"Que les puedo decir del Hornero que los visitantes no conozcan, la atención de primera, la comida extraordinaria,  super limpio todo, la pasé espectacular una vez  más"
"-12.0773039,-77.1696105,11z",5,Excelente atencion y comida
"-12.0773039,-77.1696105,11z",5,excelente comida y muy buena atención 👍😃…
"-12.0773039,-77.1696105,11z",5,"Buen restaurant de carnes, tiene locales en San Isidro, Chorrillos y La Molina.
Sus precios son comparativos con otros restaurants incluso de otros países.
Pueden acceder a la pagina web para ver precios de su carta."
"-12.0773039,-77.1696105,11z",5,"Número  1 en carnes, atención,  precios altos pero justos por ser finos felicidades por ser primera vez estoy contento seré unos de sus clientes."
"-12.0773039,-77.1696105,11z",4,"Buena atención, la parrilla es un delicioso platillo y de buen tamaño."
"-12.0773039,-77.1696105,11z",5,Buenísimo y muy buena atención disfrutando de un delicioso almuerzo con mis amores.
"-12.0773039,-77.1696105,11z",5,"El mejor lejos en carnes en todo lima,porciones génerosas, ensalada riquísima y el pan que sirven buenazo."
"-12.0773039,-77.1696105,11z",5,Excelente restaurante. La comida exquisita y muy buena atencion
"-12.0773039,-77.1696105,11z",5,uno de los mejores lugares para comer carne en la ciudad
"-12.0773039,-77.1696105,11z",5,Ambiente agradable. Comida muy buena.. recomendado
"-12.0773039,-77.1696105,11z",5,Deliciosa parrilla y buen ambiente para disfrutar sus 65 años de casados
"-12.0773039,-77.1696105,11z",3,"Buen servicio al público, pero la sazón de las carnes, no me pareció wow!"
"-12.0773039,-77.1696105,11z",5,Excelente lugar ... muy buena atención... la parrilla personal muy buena ... para 3 personas ... la naranjada excelente ... el precio lo vale
"-12.0773039,-77.1696105,11z",4,"Lugar agradable, buena presentación de platos,  lugar amplio y comida aceptable,  carta de vinos recomendada, muy buena atención."
"-12.0773039,-77.1696105,11z",5,"Ambiente agradable, exelente atención y los platillos exquisito."
"-12.0773039,-77.1696105,11z",5,"Enorme, personal muy organizado y carta increible."
"-12.0773039,-77.1696105,11z",5,Muy buen lugar ambiente cálido y el servicio a la mesa muy servicial y la comida exquisita
"-12.0773039,-77.1696105,11z",5,Muy buena parrilla.
"-12.0773039,-77.1696105,11z",5,En la parrilla personal comen 4 personas. Su naranjada es espectacular! Las croquetas de papa amarilla también.
"-12.0773039,-77.1696105,11z",5,"Muy bueno, cumple con los protocolos de seguridad y la cocina es espectacular, lo recomiendo."
"-12.0773039,-77.1696105,11z",5,"Es uno de los mejores sitios para comer carne en Lima. Hay varios si, pero me gusta la atención de cercanía que te dan."
"-12.0773039,-77.1696105,11z",5,Muy Rica la comida
"-12.0773039,-77.1696105,11z",5,Elegante lugar!!! Carnes suaves y cortes de primera calidad. Lugar para disfrutar en pareja o en familia.
"-12.0773039,-77.1696105,11z",5,"Muy buena atención, muy buena selección  de carne."
"-12.0773039,-77.1696105,11z",5,"Un lugar cálido y muy buena atención, la. Comida excelente..."
"-12.0773039,-77.1696105,11z",5,Como siempre rica comida y el local estupendo .
"-12.0773039,-77.1696105,11z",4,"Bonito sitio, buena comida! Mucho tráfico para llegar, y es complicado estacionar, pero si logran llegar, nobles decepcionará la comida"
"-12.0773039,-77.1696105,11z",5,"Asado de tira, Picaña y Entraña a término medio,  son espectaculares !!!. La porción grande alcanza para dos !!! De las guarniciones, las papas fritas alcanza para dos, las croquetas de papa están muy buenas y la ensalada está buenísima."
"-12.0773039,-77.1696105,11z",5,Muy buena la parrilla los recomiendo
"-12.0773039,-77.1696105,11z",4,"Buena vista al mar y a todo Lima (si te toca mesa con vista afuera), su especialidad son las carnes, en cuanto a postres no lo recomiendo, son muy dulces."
"-12.0773039,-77.1696105,11z",5,Su cálida atención y sus carnes asadas
"-12.0773039,-77.1696105,11z",4,"Comida muy rica si te gustan las carnes, el lugar es comodo,muy buena atención y una vista muy bonita del malecón Grau en Chorrillos."
"-12.0773039,-77.1696105,11z",5,Excelente lugar para almorzar y cenar!! Muy buenas carnes y ensalada espectacular!! Recomendable!!
"-12.0773039,-77.1696105,11z",4,"De mis mejores sitios, el ambiente me encanta, la atención y las carnes muy buenas"
"-12.0773039,-77.1696105,11z",5,Excelente lugar para consumir carnes y parrillas. El sabor muy bueno y la atención espectacular.
"-12.0773039,-77.1696105,11z",4,"Muy bueno, rapido, rico, caliente, lugar para estacionar...pero permite a niños correr alrededor de las mesas, incomodo ambiente"
"-12.0773039,-77.1696105,11z",5,"Me encanta el Hornero siempre son buenas experiencias, recomendadisimo para carnes y parrillas. (Eso si hay algunas cosas en el menú de Inglés que usan palabras mal escritas o inventadas, deberían revisar eso)"
"-12.0773039,-77.1696105,11z",5,"Muy Buena atención, lugar agradable y tranquilo, en el segundo nivel tienes una vista hermosa al mar, ideal para pasar un día agradable con la familia"
"-12.0773039,-77.1696105,11z",5,Lugar amplio. Cumple con medidas de protección x pandemia. El estilo de atención y calidad de comida.. Exquisita.
"-12.0773039,-77.1696105,11z",4,"Muy buenos platos, y muy buena atención"
"-12.0773039,-77.1696105,11z",5,"Excelente lugar, la comida espectacular y una atencion de primera. Se los recomiendo"
"-12.0773039,-77.1696105,11z",4,Agradable lugar con una hermosa vista al mar desde el segundo piso. Atención buena pero un poco lenta. No es fácil conseguir estacionamiento. Precios $$$
"-12.0773039,-77.1696105,11z",5,"Atención excelente, las carnes de primera"
"-12.0773039,-77.1696105,11z",1,Buena atención cumpliendo con los protocolos de bioseguridad y excelente para degustar los diferentes platos que ofrecen.
"-12.0773039,-77.1696105,11z",5,"Es un restaurante extraordinario,exquisita comida, las mejores carnes, excelente atención, tiene una increíble  vista al mar...
En fin, es lo mejor de lo mejor."
"-12.0773039,-77.1696105,11z",4,Buen lugar para comer parrillas y otros platos  relacionados con carnes. En precios un poco elevados. Aunque no tiene estacionamiento  existen amplias areas a los alrededores
"-12.0773039,-77.1696105,11z",1,"Mal, esta vez me decepcionó... el mozo creía saber mucho más! Los cortes de carnes no eran los adecuados. Espero mejoren."
"-12.0773039,-77.1696105,11z",5,muy bueno y rico sus platos atencion buena
"-12.0773039,-77.1696105,11z",4,"Excelente atención y grato ambiente, las carnes de calidad"
"-12.0773039,-77.1696105,11z",5,"Riquísimo, excelente atención y lindos ambientes"
"-12.0773039,-77.1696105,11z",5,"Muy buena atención, buena comida, buena vista 👍…"
"-12.0773039,-77.1696105,11z",5,Me encantó mi Baby Beef Argentino
"-12.0773039,-77.1696105,11z",5,"siempre excelente, la atencion de los muchachos es calida y muy buena, la carne deliciosa. 5 estrellas"
"-12.0773039,-77.1696105,11z",3,"Sin duda uno de los lugares favoritos para comer carne, sib embargo la calidad de la carne y el sabor han venido en menos. Relación precio-satisfacción caro.."
"-12.0773039,-77.1696105,11z",5,"Excelente como siempre, grata atención, ambientes impecables, respetando todos los protocolos."
"-12.0773039,-77.1696105,11z",5,Muy buena selección de carnes a la parrilla. Óptimas sus parrillas aunque no son económicas. Carne insuperable.
"-12.0773039,-77.1696105,11z",5,"Si van en grupo les recomiendo preguntar por el privado, super cómodo para grupos grandes."
"-12.0773039,-77.1696105,11z",4,"Muy hermoso el lugar, la comida muy buena, la demora en la llegada de los pedidos es la normal. Buena carta de vinos y licores. Muy buena vista."
"-12.0773039,-77.1696105,11z",4,Buena la atención..las parrilla persona excelente como para cuatro..se los recomiendo
"-12.0773039,-77.1696105,11z",5,Muy buen lugar donde venir que comer sí les encanta la carne a la parrilla. Muy recomendado
"-12.0773039,-77.1696105,11z",5,Recomendado 🥩🍟🍷…
"-12.0773039,-77.1696105,11z",5,"La comida riquísima, el personal muy atento y el ambiente muy agradable"
"-12.0773039,-77.1696105,11z",5,La carne de vacuno sabrosa y la atención muy buena!
"-12.0773039,-77.1696105,11z",5,La comida muy rica
"-12.0773039,-77.1696105,11z",4,"Muy buena atención, calidad de la comida y local. No cuenta con estacionamiento privado, pero sí con vigilantes que cuidan los autos."
"-12.0773039,-77.1696105,11z",4,"La carne Excelente pero el aji de mesa estaba algo guardado, deberían cambiarlo más seguido"
"-12.0773039,-77.1696105,11z",5,Exquisitos platos y buena atención
"-12.0773039,-77.1696105,11z",5,"excelente atención y la comida exquisita como siempre, linda vista panorámica de la ciudad."
"-12.0773039,-77.1696105,11z",4,"Local bastante grande y muy bien ambientado, especialidad en carnes.
Ideal para en grupo grande de amigos o familiares."
"-12.0773039,-77.1696105,11z",5,Buena calidad en lo que  ofrecen y sobretodo excelente servicio ✨✨
"-12.0773039,-77.1696105,11z",5,"Este lugar tiene un excelente ambiente, mesas ubicadas en sectores privados, muy buena carta de vinos y buenos cortes de carne. Lamentablemente no tiene estacionamiento."
"-12.0773039,-77.1696105,11z",5,Buenísimo la comida la atención todo excelente
"-12.0773039,-77.1696105,11z",5,Muy buen servicio !
"-12.0773039,-77.1696105,11z",5,"Excelente, muy lindo ambiente, el servicio de primera y las carnes una delicia al igual que los cócteles."
"-12.0773039,-77.1696105,11z",5,Me encanta este lugar. Les recomiendo no pedir ningún paquete ya armado sino los cortes o medios cortes aparte.
"-12.0773039,-77.1696105,11z",5,Buenas carnes y magnífica atención. Prueben su sangria
"-12.0773039,-77.1696105,11z",5,Un Bife Chorizo espectacular! La vista ni hablar y la atención del mozo fue excelente. Muy recomendado el lugar (Sede Chorrillos)
"-12.0773039,-77.1696105,11z",5,"Excelente atención, la parrilla espectacular 👌…"
"-12.0773039,-77.1696105,11z",5,muy buena comida y atención...
"-12.0773039,-77.1696105,11z",5,"Un restaurante muy elegante y muy delicioso, si quieres comer una buena carne esté restaurante es el indicado. Lo recomiendo muchísimo."
"-12.0773039,-77.1696105,11z",5,"De las mejores carnes que he probado, el local maravilloso, la atención excelente, vale la pena ir al hornero... definitivamente"
"-12.0773039,-77.1696105,11z",5,"Rica la comida, buena la atención. Ambiente acogedor."
"-12.0773039,-77.1696105,11z",5,"Muy bueno el ambiente, la atención es de primera, amplia variedad de cortes, la entrada es muy buena ( pan artesanal con mantequilla gloria),"
"-12.0773039,-77.1696105,11z",5,"Me encantó
Muy deliciosa comida"
"-12.0773039,-77.1696105,11z",4,"Despues de años regrese y me gusto la comida y la atenciom, pero habia un par de personas ebrias totalmente fuera de lugar."
"-12.0773039,-77.1696105,11z",5,Fabuloso buena atención....buenasa la food
"-12.0773039,-77.1696105,11z",5,"Sus platos son exquisitos, el vino delicioso y muy buena atención. Recomiendo las mesas con vista al mar"
"-12.0773039,-77.1696105,11z",3,Muy buena atención pero no podría decir lo mismo de la sazón
"-12.0773039,-77.1696105,11z",4,"Fui para el 14 de febrero y nos tomo unos 30 min esperar una mesa para 6, creo que fue aceptable considerando que el lugar estaba lleno y aún la cola era larga"
"-12.0773039,-77.1696105,11z",5,Excelente comida y la atención también
